,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
92,Amersham,51.67757,-0.6063069999999999,Metro Lounge,51.67650761940724,-0.6076677424802215,Gastropub
93,Amersham,51.67757,-0.6063069999999999,Boots,51.67727509849939,-0.6067066800995581,Pharmacy
94,Amersham,51.67757,-0.6063069999999999,Iceland,51.67819780513511,-0.6057890222186314,Supermarket
95,Amersham,51.67757,-0.6063069999999999,Shell,51.67792335,-0.6026064,Gas Station
96,Amersham,51.67757,-0.6063069999999999,Subway,51.6751059695941,-0.6076093885160796,Sandwich Place
97,Amersham,51.67757,-0.6063069999999999,Caffè Nero,51.67796082125274,-0.6062309443974919,Coffee Shop
98,Amersham,51.67757,-0.6063069999999999,Domino's Pizza,51.677999399495214,-0.6058243558196637,Pizza Place
99,Amersham,51.67757,-0.6063069999999999,Tesco Express,51.67464763837218,-0.6080085039138794,Grocery Store
100,Amersham,51.67757,-0.6063069999999999,WHSmith,51.67775704882745,-0.6062615906407913,Bookstore
101,Amersham,51.67757,-0.6063069999999999,Amersham Fish Bar,51.67860697437335,-0.6042665901619191,Fish & Chips Shop
102,Amersham,51.67757,-0.6063069999999999,Master Chef,51.67732814366671,-0.60689310875276,Café
103,Amersham,51.67757,-0.6063069999999999,The Coriander,51.67434943849285,-0.608356854405573,Indian Restaurant
104,Amersham,51.67757,-0.6063069999999999,Amersham London Underground Station,51.67395368389849,-0.608843827187209,Metro Station
105,Ampthill,52.032506,-0.493385,Waitrose & Partners,52.03315119868975,-0.49385669138428057,Supermarket
106,Ampthill,52.032506,-0.493385,The Albion,52.02860363068694,-0.4946954349201251,Pub
107,Ampthill,52.032506,-0.493385,Prince Of Wales,52.032917868179815,-0.49407455403510886,Pub
108,Ampthill,52.032506,-0.493385,White Hart Hotel,52.03164992189588,-0.4929046619048922,Hotel
109,Ampthill,52.032506,-0.493385,Costa Coffee,52.03148527102409,-0.4931627121860635,Coffee Shop
110,Ampthill,52.032506,-0.493385,Starbucks,52.03199,-0.49217,Coffee Shop
111,Ampthill,52.032506,-0.493385,The Hide,52.03173625950389,-0.49370884895324707,Wine Bar
112,Ampthill,52.032506,-0.493385,Ampthill Fish Shop,52.030092,-0.494146,Fast Food Restaurant
113,Ampthill,52.032506,-0.493385,The Cottage Bakery,52.028551561319354,-0.49462053626310126,Bakery
114,Ampthill,52.032506,-0.493385,The Ossory,52.02843191049839,-0.49359017514736775,Pub
115,Andover,51.208503,-1.481229,The Town Mills,51.20726490154109,-1.4814770835451683,Pub
116,Andover,51.208503,-1.481229,The Lights,51.2103861279234,-1.4827411509956872,Music Venue
117,Andover,51.208503,-1.481229,Wimpy,51.208788041085555,-1.4791892245368672,Burger Joint
118,Andover,51.208503,-1.481229,Waterstones,51.208446994266566,-1.480303753794549,Bookstore
119,Andover,51.208503,-1.481229,Waitrose & Partners,51.20852864576128,-1.4813112073749153,Supermarket
120,Andover,51.208503,-1.481229,The Curry Leaf,51.207769732602294,-1.4780228602174554,Indian Restaurant
121,Andover,51.208503,-1.481229,PizzaExpress,51.20657,-1.47921,Pizza Place
122,Andover,51.208503,-1.481229,Boswell's Cafe,51.20879735733139,-1.4802208257123048,Coffee Shop
123,Andover,51.208503,-1.481229,Game,51.20848661188177,-1.4812684750524487,Video Game Store
124,Andover,51.208503,-1.481229,Greggs,51.20791165444502,-1.4786389386195629,Bakery
125,Andover,51.208503,-1.481229,Lidl,51.20922499717184,-1.4822675044402704,Supermarket
126,Andover,51.208503,-1.481229,Zintino At The Guild Hall,51.207777375613745,-1.4792704582214355,Italian Restaurant
127,Andover,51.208503,-1.481229,Wilko,51.20639326649362,-1.4814801515240106,Furniture / Home Store
128,Andover,51.208503,-1.481229,Caffè Nero,51.207360211815406,-1.4792162500306507,Coffee Shop
129,Andover,51.208503,-1.481229,Boots,51.20834667079867,-1.4800087878686554,Pharmacy
130,Andover,51.208503,-1.481229,Domino's Pizza,51.206317224913036,-1.4800412934133647,Pizza Place
131,Andover,51.208503,-1.481229,The John Russell Fox (Wetherspoon),51.2068929994671,-1.4789772125265725,Pub
132,Andover,51.208503,-1.481229,The Redbridge,51.2062830479704,-1.4791428527612425,Pub
133,Andover,51.208503,-1.481229,WHSmith,51.20769137997268,-1.4794435862286808,Bookstore
134,Andover,51.208503,-1.481229,Andover Leisure Centre,51.21005756739178,-1.4819254469137042,Gym Pool
135,Andover,51.208503,-1.481229,Tesco Metro,51.208076651298974,-1.4800159089806382,Grocery Store
136,Andover,51.208503,-1.481229,McDonald's,51.20873855360014,-1.4796781539916992,Fast Food Restaurant
137,Andover,51.208503,-1.481229,Blue Onion,51.20855444469912,-1.4788276085868686,Coffee Shop
138,Andover,51.208503,-1.481229,Siam Orchid,51.20742837959785,-1.4781058204986353,Thai Restaurant
139,Andover,51.208503,-1.481229,Cameo,51.2059742725869,-1.477324515581131,Nightclub
140,Ashbourne,53.016636,-1.733094,The Bridge,53.01636458942096,-1.732391592055671,Gastropub
141,Ashbourne,53.016636,-1.733094,Bramhall's Deli & Cafe,53.018089,-1.732586,Café
142,Ashbourne,53.016636,-1.733094,Co-op Food,53.01692717023181,-1.7316582586286586,Grocery Store
143,Ashbourne,53.016636,-1.733094,Bowling Green Pub,53.020751,-1.734141,Pub
144,Ashbourne,53.016636,-1.733094,Waitrose & Partners,53.016498,-1.731751,Supermarket
145,Ashbourne,53.016636,-1.733094,Sainsbury’s,53.01463191,-1.7330019,Supermarket
146,Ashbourne,53.016636,-1.733094,Costa Coffee,53.01731355357314,-1.7326175849032202,Coffee Shop
147,Ashbourne,53.016636,-1.733094,Market Place Fish & Chips,53.01794696060638,-1.7324288529603828,Fish & Chips Shop
148,Ashford,51.155224,0.8564620000000001,John Lewis & Partners at Home,51.1581270846541,0.8608093730163091,Furniture / Home Store
149,Ashford,51.155224,0.8564620000000001,Waitrose & Partners,51.155507697626575,0.8575436089591904,Supermarket
150,Ashford,51.155224,0.8564620000000001,Thrifty,51.15159,0.85641456,Rental Car Location
151,Ashford,51.155224,0.8564620000000001,Crystal Diamond Clinics,51.1513441,0.8576671,Health & Beauty Service
152,Aylesbury,51.814595,-0.807729,Waterside Theatre,51.81537961194978,-0.8090664603792801,Theater
153,Aylesbury,51.814595,-0.807729,The Works,51.81651560782839,-0.812968393066077,Dessert Shop
154,Aylesbury,51.814595,-0.807729,Dead Universe Comics,51.81519870395442,-0.8135906031398645,Comic Shop
155,Aylesbury,51.814595,-0.807729,Noodle Nation,51.81611781007735,-0.8135712917574303,Noodle House
156,Aylesbury,51.814595,-0.807729,Aqua Vale Leisure Centre,51.817258265682966,-0.8044093362021143,Gym / Fitness Center
157,Aylesbury,51.814595,-0.807729,The Old Millwrights Arms,51.81326389615084,-0.8033281785903843,Pub
158,Aylesbury,51.814595,-0.807729,New York Deli,51.81527603371785,-0.813550447385396,Deli / Bodega
159,Aylesbury,51.814595,-0.807729,Bucks Balti,51.81623705638626,-0.8064306101284061,Indian Restaurant
160,Aylesbury,51.814595,-0.807729,White Swan,51.81520523661378,-0.8120376732468091,Pub
161,Aylesbury,51.814595,-0.807729,Gourmet Burger Kitchen (Aylesbury),51.8157486367515,-0.8110676783492973,Burger Joint
162,Aylesbury,51.814595,-0.807729,La Salute,51.8170656567359,-0.8132034336003959,Italian Restaurant
163,Aylesbury,51.814595,-0.807729,Waitrose & Partners,51.81479885383601,-0.8080354339722362,Supermarket
164,Aylesbury,51.814595,-0.807729,The Harrow,51.81722912249219,-0.8126231875040876,Pub
165,Aylesbury,51.814595,-0.807729,wagamama,51.815669841309706,-0.8110298775829986,Asian Restaurant
166,Aylesbury,51.814595,-0.807729,Nando's,51.81577762294741,-0.8109371258600984,Portuguese Restaurant
167,Aylesbury,51.814595,-0.807729,King's Head,51.81667459195298,-0.813411778069443,Pub
168,Aylesbury,51.814595,-0.807729,Waterstones,51.81521996142311,-0.8134250629924157,Bookstore
169,Aylesbury,51.814595,-0.807729,Marks & Spencer,51.817476282852326,-0.8108532428741455,Clothing Store
170,Aylesbury,51.814595,-0.807729,House of Fraser,51.8150545,-0.8125233,Department Store
171,Aylesbury,51.814595,-0.807729,H&M,51.81561976713696,-0.8135578535051462,Clothing Store
172,Aylesbury,51.814595,-0.807729,Greggs,51.81689461777182,-0.8125358340021761,Bakery
173,Aylesbury,51.814595,-0.807729,The Bell (Wetherspoon),51.81551794748146,-0.8123885997092607,Pub
174,Aylesbury,51.814595,-0.807729,Wilko,51.8177927,-0.8096916,Furniture / Home Store
175,Aylesbury,51.814595,-0.807729,Boots,51.816644,-0.811341,Pharmacy
176,Aylesbury,51.814595,-0.807729,Costa Coffee,51.81568638187901,-0.8105934585895922,Coffee Shop
177,Aylesbury,51.814595,-0.807729,Subway,51.81692535376784,-0.8130762240926079,Sandwich Place
178,Aylesbury,51.814595,-0.807729,Odeon,51.8152357,-0.8098974,Multiplex
179,Aylesbury,51.814595,-0.807729,Subway,51.81806283121664,-0.8113827433208173,Sandwich Place
180,Aylesbury,51.814595,-0.807729,The White Hart (Wetherspoon),51.81547586360359,-0.8097690267708597,Pub
181,Aylesbury,51.814595,-0.807729,Costa Coffee,51.81711795207043,-0.811991584066843,Coffee Shop
182,Aylesbury,51.814595,-0.807729,Mendoza's,51.81703233364186,-0.8102953197049043,Nightclub
183,Aylesbury,51.814595,-0.807729,Market Square,51.8165163559957,-0.8130168843683653,Plaza
184,Aylesbury,51.814595,-0.807729,Caffè Nero,51.81615415336281,-0.8125185362881063,Coffee Shop
185,Aylesbury,51.814595,-0.807729,One 4 Six Coffee,51.81677193441169,-0.8114111423492432,Coffee Shop
186,Aylesbury,51.814595,-0.807729,WHSmith,51.81722839998412,-0.8114165043193462,Bookstore
187,Aylesbury,51.814595,-0.807729,Trespass,51.81566750000001,-0.8130144166458422,Sporting Goods Shop
188,Aylesbury,51.814595,-0.807729,BB's Coffee,51.815257,-0.8133857,Coffee Shop
189,Aylesbury,51.814595,-0.807729,Pets at Home,51.818002510842696,-0.8056915081841295,Pet Store
190,Aylesbury,51.814595,-0.807729,Aquavale Park,51.8174346108642,-0.8032795275121855,Park
191,Aylesbury,51.814595,-0.807729,Domino's Pizza,51.818623219849414,-0.8108648116567565,Pizza Place
192,Aylesbury,51.814595,-0.807729,Mothercare,51.8182364,-0.8042345,Baby Store
193,Bagshot ,51.355502,-0.6994130000000001,Waitrose & Partners,51.35474209786308,-0.6989521145079607,Supermarket
194,Bagshot ,51.355502,-0.6994130000000001,Cotswold Outdoor,51.35519888043301,-0.6996287405490875,Outdoor Supply Store
195,Bagshot ,51.355502,-0.6994130000000001,Annie Allen Photography,51.3565238,-0.6982642000000396,Photography Studio
196,Bagshot ,51.355502,-0.6994130000000001,Kwik-Fit,51.358592267453744,-0.6961557668029562,Auto Garage
197,Bagshot Road ,51.405228,-0.7479180000000001,Little Waitrose & Partners,51.4052490852119,-0.7478876178083738,Grocery Store
198,Bagshot Road ,51.405228,-0.7479180000000001,KFC,51.404769426640634,-0.7477826027973752,Fast Food Restaurant
199,Bagshot Road ,51.405228,-0.7479180000000001,Bracknell Trampoline Centre,51.40610629336367,-0.7499589889683859,Gym
200,Bagshot Road ,51.405228,-0.7479180000000001,Majestic Wine,51.4051893567493,-0.7475852966308594,Wine Shop
201,Bagshot Road ,51.405228,-0.7479180000000001,Kwik-Fit,51.40554072437874,-0.7480466365814209,Auto Garage
202,Bagshot Road ,51.405228,-0.7479180000000001,The Horse and Groom (Harvester),51.407743182899885,-0.7475771772761378,English Restaurant
203,Balham,51.444994,-0.151792,We Brought Beer,51.44432378531036,-0.1506561166853583,Beer Store
204,Balham,51.444994,-0.151792,M1LK,51.444449979824185,-0.15091257447873122,Coffee Shop
205,Balham,51.444994,-0.151792,Franco Manca,51.443616,-0.149959,Pizza Place
206,Balham,51.444994,-0.151792,Brickwood Coffee & Bread,51.444509468750546,-0.15112663527852835,Coffee Shop
207,Balham,51.444994,-0.151792,Foxlow Balham,51.444657218543846,-0.150806134360827,English Restaurant
208,Balham,51.444994,-0.151792,Balham Bowls Club,51.44498378981488,-0.1523060968555919,Pub
209,Balham,51.444994,-0.151792,Camden Coffee House,51.443271423497904,-0.1529674067185672,Coffee Shop
210,Balham,51.444994,-0.151792,Brother Marcus,51.443668,-0.153339,Café
211,Balham,51.444994,-0.151792,Ciullosteria,51.447144,-0.148981,Italian Restaurant
212,Balham,51.444994,-0.151792,Arlo's,51.44473331258851,-0.1519070067417888,Steakhouse
213,Balham,51.444994,-0.151792,The Bedford,51.442756201782956,-0.1495687146130651,Pub
214,Balham,51.444994,-0.151792,Bertie and Boo Coffee Shop,51.444611652677786,-0.15183773510406048,Coffee Shop
215,Balham,51.444994,-0.151792,The Wine Tasting Shop,51.44446128392331,-0.1509116640052125,Shop & Service
216,Balham,51.444994,-0.151792,GAIL's Bakery,51.44276157190236,-0.15321373358029783,Bakery
217,Balham,51.444994,-0.151792,Tagine,51.44283777968726,-0.14940405586985553,Moroccan Restaurant
218,Balham,51.444994,-0.151792,Blackbird Bakery,51.4444908990581,-0.1511335351553863,Bakery
219,Balham,51.444994,-0.151792,Hagen & Hyde,51.44396241632104,-0.15236940544336086,Pub
220,Balham,51.444994,-0.151792,The Honest Italian,51.442027134076895,-0.15393000784239885,Pizza Place
221,Balham,51.444994,-0.151792,Lamberts,51.44280287767682,-0.15332654559907685,English Restaurant
222,Balham,51.444994,-0.151792,Waitrose & Partners,51.44563511247586,-0.15161793470360863,Supermarket
223,Balham,51.444994,-0.151792,The Exhibit,51.44315329511457,-0.15108007102791107,Bar
224,Balham,51.444994,-0.151792,Indian Room,51.44342448118601,-0.15015355910708686,Indian Restaurant
225,Balham,51.444994,-0.151792,Balham Farmers' Market,51.44496960182147,-0.1548862309391623,Farmers Market
226,Balham,51.444994,-0.151792,The 3 Monkeys Cocktail Bar,51.44287357395945,-0.1493275819338353,Karaoke Bar
227,Balham,51.444994,-0.151792,Cattle Grid,51.44329341718956,-0.1522075812720913,Steakhouse
228,Balham,51.444994,-0.151792,South River Coffee,51.446389,-0.149749,Coffee Shop
229,Balham,51.444994,-0.151792,Nando's,51.44576246218678,-0.1503789848494559,Portuguese Restaurant
230,Balham,51.444994,-0.151792,Caminata,51.44171608421579,-0.1489262494430972,Pizza Place
231,Balham,51.444994,-0.151792,The Devonshire,51.44692192154592,-0.1488986699944405,Pub
232,Balham,51.444994,-0.151792,The Kebab Company,51.44577339255865,-0.15040701519649213,Fast Food Restaurant
233,Balham,51.444994,-0.151792,Gurkhas Diner,51.44127719605492,-0.15463955847859973,Asian Restaurant
234,Balham,51.444994,-0.151792,Hot Bikram Yoga,51.444324351569605,-0.15145266313078617,Yoga Studio
235,Balham,51.444994,-0.151792,Movers and Shapers,51.44614388868339,-0.14973713807361477,Gym
236,Balham,51.444994,-0.151792,The Grove,51.448285506479024,-0.15096366721019197,Pub
237,Balham,51.444994,-0.151792,Bucci,51.44162518298134,-0.15444512402288268,Italian Restaurant
238,Balham,51.444994,-0.151792,Taro,51.441483,-0.15366074,Japanese Restaurant
239,Balham,51.444994,-0.151792,The Regent,51.444144984116875,-0.15379629926726607,Pub
240,Balham,51.444994,-0.151792,Costa Coffee,51.444126,-0.15240312,Coffee Shop
241,Balham,51.444994,-0.151792,Caffè Nero,51.44448391788302,-0.1519564486368692,Coffee Shop
242,Balham,51.444994,-0.151792,Subway,51.443530548701546,-0.1528835544605986,Sandwich Place
243,Balham,51.444994,-0.151792,Gazette,51.44593239149488,-0.15011018231931778,French Restaurant
244,Balham,51.444994,-0.151792,Haché,51.444087248592695,-0.15043964821576192,Burger Joint
245,Balham,51.444994,-0.151792,Esquires Coffee,51.442934,-0.149603,Coffee Shop
246,Balham,51.444994,-0.151792,Firefly,51.44271100720017,-0.15334774502534715,Bar
247,Balham,51.444994,-0.151792,PizzaExpress,51.44362768898773,-0.1503403712284915,Pizza Place
248,Balham,51.444994,-0.151792,Balham Leisure Centre,51.44153290605553,-0.1520092379285485,Gym / Fitness Center
249,Balham,51.444994,-0.151792,Greggs,51.444310568251325,-0.15196056895309817,Bakery
250,Balham,51.444994,-0.151792,Holy Cow,51.44737123728931,-0.1490120053415368,Indian Restaurant
251,Balham,51.444994,-0.151792,Thali & Pickles,51.44314193725586,-0.15185420215129852,Indian Restaurant
252,Balham,51.444994,-0.151792,Megan’s On The Hill,51.443974,-0.150208,Restaurant
253,Balham,51.444994,-0.151792,As Nature Intended,51.4438785490861,-0.15249772590374694,Organic Grocery
254,Balham,51.444994,-0.151792,Escape The Daily Grind,51.444892250285776,-0.1507305956367506,Café
255,Balham,51.444994,-0.151792,Co-op Food,51.441581,-0.154077,Grocery Store
256,Balham,51.444994,-0.151792,Travelodge,51.44286449126412,-0.15300279981068637,Hotel
257,Balham,51.444994,-0.151792,Domino's Pizza,51.44679662248339,-0.1491076509262257,Pizza Place
258,Balham,51.444994,-0.151792,TK Maxx,51.44438982572334,-0.15221770783494276,Clothing Store
259,Balham,51.444994,-0.151792,Sainsbury's,51.443937024587775,-0.15171715785833617,Supermarket
260,Balham,51.444994,-0.151792,WHSmith,51.44427511229909,-0.1522976189750289,Bookstore
261,Balham,51.444994,-0.151792,Carphone Warehouse,51.44122521823347,-0.1517986701281573,Mobile Phone Shop
262,Balham,51.444994,-0.151792,Balham Lounge,51.44110671743681,-0.15175143337892222,Spanish Restaurant
263,Balham,51.444994,-0.151792,Puccino's,51.44106062294362,-0.15178994652573713,Coffee Shop
264,Banbury,52.065689,-1.340086,The Three Pigeons,52.06360785968826,-1.3395360278591626,Pub
265,Banbury,52.065689,-1.340086,Waitrose & Partners,52.06936493294617,-1.3402560063770095,Supermarket
266,Banbury,52.065689,-1.340086,Little Amsterdam,52.062719255541666,-1.3396357290734127,Café
267,Banbury,52.065689,-1.340086,The Wine Vaults,52.062346475245796,-1.336913767219468,Pub
268,Banbury,52.065689,-1.340086,The Old Auctioneer,52.06215237125579,-1.3380868383748532,Gastropub
269,Banbury,52.065689,-1.340086,Ye Olde Reindeer,52.06217137674971,-1.3376876945537293,Pub
