,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
137,B36,52.505047999999995,-1.770778,Domino's Pizza,52.50096340770621,-1.7715428023710729,Pizza Place
138,B36,52.505047999999995,-1.770778,Travelodge,52.50249639116332,-1.7749891227087535,Hotel
139,B36,52.505047999999995,-1.770778,Greggs,52.50112888376933,-1.771480193676376,Bakery
172,B42,52.590044999999996,-1.8478450000000002,Sainsbury's Local,52.58970406,-1.8469733,Convenience Store
173,B42,52.590044999999996,-1.8478450000000002,The Crown Pub,52.5906400113529,-1.8485510541485386,Pub
174,B42,52.590044999999996,-1.8478450000000002,Tesco Express,52.59010713100412,-1.8483229530889207,Grocery Store
175,B42,52.590044999999996,-1.8478450000000002,Crown Take Away,52.589875,-1.847839,Restaurant
176,B44,52.550286,-1.8653400000000002,Costa Coffee,52.55100309091684,-1.8594275794225434,Coffee Shop
177,B44,52.550286,-1.8653400000000002,BP,52.5491679,-1.8607865,Gas Station
178,B44,52.550286,-1.8653400000000002,Marks & Spencer,52.55093361,-1.86089704,Grocery Store
179,B44,52.550286,-1.8653400000000002,Lidl,52.54822688389861,-1.8607127666473389,Supermarket
180,B44,52.550286,-1.8653400000000002,Boots,52.550882930341864,-1.8601848374437326,Pharmacy
181,B44,52.550286,-1.8653400000000002,KFC,52.54970932006836,-1.8602648973464966,Fast Food Restaurant
182,B44,52.550286,-1.8653400000000002,Tesco Extra,52.54947297594733,-1.8581217527389526,Supermarket
183,B44,52.550286,-1.8653400000000002,Next,52.55113896126457,-1.859423987322657,Clothing Store
184,B44,52.550286,-1.8653400000000002,Princess Alice Retail park,52.550782408704464,-1.8604261447900978,Shopping Plaza
185,B44,52.550286,-1.8653400000000002,Pets at Home,52.55088137817704,-1.8601931516282837,Pet Store
186,B44,52.550286,-1.8653400000000002,Bannatyne Health Club & Spa,52.55111908305221,-1.8590035103556484,Gym
187,B44,52.550286,-1.8653400000000002,Beggars Bush,52.54812317211661,-1.8588807259793791,Pub
188,B45,52.378391,-2.010371,Old Rose And Crown Hotel,52.38075227010995,-2.00830796,Hotel
189,B45,52.378391,-2.010371,Lickey Hills Visitor Centre,52.375953532085326,-2.004366069762436,Park
190,B46,52.515892,-1.7085080000000001,The Norton,52.516019748938206,-1.708221491651479,Pub
191,B46,52.515892,-1.7085080000000001,Platform 1,52.51663573456694,-1.708348607407268,Platform
192,B46,52.515892,-1.7085080000000001,Platform 2,52.516474519633114,-1.708170051090895,Platform
193,B46,52.515892,-1.7085080000000001,Hams Hall Rail Freight Terminal,52.51824724019105,-1.7043064800834582,Platform
194,B47,52.386268,-1.8786215,Woodrush Sports Centre,52.38897979927403,-1.877386136387873,Soccer Field
195,B47,52.386268,-1.8786215,Spar,52.38555491016215,-1.8839272646365643,Convenience Store
196,B47,52.386268,-1.8786215,One Stop Stores Ltd,52.3851408,-1.883803,Convenience Store
197,B47,52.386268,-1.8786215,Wythall Park Play Area,52.388900434477506,-1.8840228320153634,Playground
198,B47,52.386268,-1.8786215,The White Swan,52.383241376871496,-1.8837971168827863,Bar
199,B48,52.35271,-1.9575524999999998,The Red Lion,52.352806520633884,-1.96122672110229,Pub
200,B48,52.35271,-1.9575524999999998,Tudor Rose Fish Bar,52.351751589265156,-1.9598150253295898,Restaurant
201,B48,52.35271,-1.9575524999999998,New Dilshad International,52.35222997780997,-1.9595897197723389,Indian Restaurant
202,B48,52.35271,-1.9575524999999998,Cafe Morso,52.351602539566194,-1.9595026644577593,Café
203,B48,52.35271,-1.9575524999999998,External Designs,52.35070304831632,-1.9581949710845945,Construction & Landscaping
211,B50,52.165777,-1.858925,The Frog,52.16417388952845,-1.857796716772946,Pub
212,B50,52.165777,-1.858925,The Bridge,52.16416158,-1.857164,Gastropub
213,B50,52.165777,-1.858925,Budgens,52.16448233233377,-1.8614959716796873,Convenience Store
214,B50,52.165777,-1.858925,Bidford Riverside Park,52.16316757091231,-1.8570465675252632,Park
215,B60,52.326122,-2.049754,Ladybird Inn,52.32317159586328,-2.048080666678754,Pub
216,B60,52.326122,-2.049754,Co-op Food,52.32312695312335,-2.0482352427602932,Grocery Store
217,B60,52.326122,-2.049754,Aston Fields,52.3237393514351,-2.0518207369738333,Neighborhood
218,B60,52.326122,-2.049754,Bromsgrove Railway Station (BMV),52.32228446656901,-2.047674513302574,Train Station
222,B62,52.457944,-2.02629,Co-op Food,52.455224845474554,-2.02248752117157,Grocery Store
223,B62,52.457944,-2.02629,Co-op Food,52.46192147003307,-2.0263873895934568,Grocery Store
224,B62,52.457944,-2.02629,The Stag and Three Horseshoes,52.461518183394276,-2.027073478488676,Pub
225,B62,52.457944,-2.02629,Dilshad International,52.46225830204722,-2.026195675134659,Indian Restaurant
226,B62,52.457944,-2.02629,Kent Road Fish Bar,52.455256322339764,-2.0229903470727297,Fish & Chips Shop
227,B62,52.457944,-2.02629,Noble House Cantonese,52.461761724563246,-2.026703528479932,Chinese Restaurant
228,B62,52.457944,-2.02629,The Full English Cafe,52.461849,-2.026171,Café
229,B62,52.457944,-2.02629,The Royal Oak,52.45446489495017,-2.022739196256131,Pub
230,B62,52.457944,-2.02629,Pizza Licious,52.46214145467967,-2.0269399881362915,Pizza Place
231,B62,52.457944,-2.02629,Parkes Traditional Fish & Chips,52.4622221,-2.0263458,Fish & Chips Shop
232,B62,52.457944,-2.02629,Manor Wines,52.45370801465149,-2.02398419380188,Wine Shop
233,B62,52.457944,-2.02629,Unique Build,52.4609124957504,-2.0317625999450684,Other Repair Shop
234,B63,52.44556,-2.067864,The Crafty Pint,52.442754389798345,-2.0669732987880707,Pub
235,B63,52.44556,-2.067864,Hasbury Chippy,52.44280752566254,-2.066406011581421,Fish & Chips Shop
236,B63,52.44556,-2.067864,The Huntingtree,52.44815021396223,-2.063884735107422,Beer Garden
237,B63,52.44556,-2.067864,Tesco Express,52.44253612334539,-2.067275047302246,Grocery Store
238,B63,52.44556,-2.067864,The Rose & Crown,52.44205270442023,-2.067662195029134,Pub
239,B64,52.468233,-2.058352,Haden Hill House Museum,52.46774196624756,-2.0621949434280396,History Museum
240,B64,52.468233,-2.058352,Haden Hill Leisure Centre,52.46897070355066,-2.063041043708354,Gym
241,B64,52.468233,-2.058352,Old Hill Railway Station (OHL),52.470945811241066,-2.0562028884887695,Train Station
242,B64,52.468233,-2.058352,Haden Hill Park,52.46595350435751,-2.0620973080562486,Park
243,B64,52.468233,-2.058352,Old Hill Cricket Club,52.46715040699472,-2.0642851357719207,Cricket Ground
244,B65,52.478595,-2.047057,Tesco Express,52.48140890696073,-2.042904093877951,Grocery Store
245,B65,52.478595,-2.047057,Brittania Park,52.48050354614153,-2.0465584668330057,Park
246,B65,52.478595,-2.047057,The Old Bush Revived,52.47789391126462,-2.0504483351656226,Beer Garden
247,B65,52.478595,-2.047057,The Knights Quest,52.475887,-2.04441,Restaurant
248,B65,52.478595,-2.047057,Britannia Inn,52.481202266730286,-2.0424404740333557,Pub
249,B69,52.494758,-2.0388265,The Fourways,52.49427177954215,-2.041032314300537,Bar
250,B69,52.494758,-2.0388265,Rowley Village Tandoori,52.49347242594658,-2.041927129828258,Indian Restaurant
251,B69,52.494758,-2.0388265,Lion Farm Fish Bar,52.49268785875145,-2.0334754520954816,Restaurant
252,B69,52.494758,-2.0388265,CJ's Free Scrap Metal Collections,52.4912804,-2.0424579,Waste Facility
253,B69,52.494758,-2.0388265,The Phoenix,52.49299799135372,-2.032470703125,Pub
254,B72,52.547261,-1.8222749999999999,Allen Price Carpentry,52.54552599436849,-1.8250198492205527,Construction & Landscaping
255,B72,52.547261,-1.8222749999999999,2nd Sutton Coldfield Scout Hut,52.549139,-1.828261,Recreation Center
256,B72,52.547261,-1.8222749999999999,Sutton Coldfield Hard Courts Tennis Club,52.55007825699075,-1.8279129409487642,Gym
257,B73,52.553116,-1.8361189999999998,Sutton Runner,52.55041893843259,-1.8417334556579588,Sporting Goods Shop
258,B73,52.553116,-1.8361189999999998,Milano Photography,52.55662916503518,-1.8335795402526855,Photography Studio
259,B73,52.553116,-1.8361189999999998,Kababish,52.550414,-1.841857,Indian Restaurant
262,B75,52.583222,-1.812009,Moor Hall Hotel & Spa,52.582554646922105,-1.8113346409361093,Hotel
263,B75,52.583222,-1.812009,The Mitchell Centre,52.58391101019928,-1.806646991706358,Arts & Crafts Store
264,B75,52.583222,-1.812009,Hungry Horse,52.58427778888688,-1.806538466661745,Pet Store
265,B75,52.583222,-1.812009,Farmhouse Bistro,52.5845238003857,-1.8061211745325019,Breakfast Spot
266,B76,52.541802000000004,-1.79342,Oak & Ash,52.53944428645301,-1.7925719629039238,Bar
267,B76,52.541802000000004,-1.79342,Sutton Coldfield Rugby Club,52.545624461844675,-1.7955141005073993,Rugby Pitch
268,B76,52.541802000000004,-1.79342,Josies Chip Shop,52.54039896738753,-1.800340420062714,Seafood Restaurant
269,B76,52.541802000000004,-1.79342,Coop Walmley,52.54041283620823,-1.8003997528118385,Grocery Store
270,B76,52.541802000000004,-1.79342,The Fox,52.54090325938641,-1.8005412843104736,Pub
271,B77,52.615076,-1.6715505,Belgrave Lakes,52.616883,-1.671251,Park
272,B77,52.615076,-1.6715505,Swift Van Hire,52.61622786226644,-1.6763172883605648,Rental Car Location
273,B77,52.615076,-1.6715505,Morrisons Tamworth,52.611491113935955,-1.6742196492441732,Supermarket
274,B77,52.615076,-1.6715505,Morrisons Tamworth Cafe,52.61109880427429,-1.6739669196869222,Café
275,B78,52.610586,-1.6805599999999998,McDonald's,52.610820527701804,-1.6778512021917138,Fast Food Restaurant
276,B78,52.610586,-1.6805599999999998,Morrisons Tamworth,52.611491113935955,-1.6742196492441732,Supermarket
277,B78,52.610586,-1.6805599999999998,Dosthill Park,52.608448093258886,-1.6860475365274186,Park
278,B78,52.610586,-1.6805599999999998,Morrisons Tamworth Cafe,52.61109880427429,-1.6739669196869222,Café
279,B79,52.648906499999995,-1.685492,Wigginton Tamworth,52.649106404415555,-1.6889957318944653,Pub
280,B80,52.2722205,-1.894124,Mt Everest,52.2726615724441,-1.8944754826417194,Restaurant
281,B80,52.2722205,-1.894124,The Barley Mow,52.274686186473566,-1.8948505260282156,Pub
282,B80,52.2722205,-1.894124,Co-op Food,52.27336725111658,-1.8948878840738228,Grocery Store
283,B80,52.2722205,-1.894124,Aldi,52.27525942501429,-1.8944597740963345,Supermarket
284,B80,52.2722205,-1.894124,Tesco Express,52.27257463208191,-1.8941773474216461,Grocery Store
285,B80,52.2722205,-1.894124,Andykraft Mobile Welding & Fabrication,52.2716116,-1.8909607,Construction & Landscaping
286,B80,52.2722205,-1.894124,Studley Leisure Centre,52.270564,-1.8989568,Gym / Fitness Center
287,B80,52.2722205,-1.894124,Studley Sports & Social Club,52.273737199823515,-1.8993278192627219,Sports Bar
288,B90,52.399853,-1.8271700000000002,Select & Save,52.39779357397546,-1.8305570958705077,Convenience Store
289,B90,52.399853,-1.8271700000000002,P & P Jones Roofing,52.39806979999999,-1.8317948,Construction & Landscaping
290,B90,52.399853,-1.8271700000000002,Sports Direct,52.400447,-1.821624,Sporting Goods Shop
291,B90,52.399853,-1.8271700000000002,TechiSphere,52.40220940824188,-1.832120418548584,IT Services
348,B92,52.435366,-1.786616,Olton Tavern,52.43907366532023,-1.7830856817938683,Pub
349,B92,52.435366,-1.786616,The Highwood,52.4369334867404,-1.788004124235973,Pub
350,B93,52.381992499999996,-1.7482069999999998,Knowle and Dorridge Racquets Club,52.382973,-1.750882,Tennis Court
351,B93,52.381992499999996,-1.7482069999999998,Bentley Heath,52.38154402396179,-1.7523945609154519,Neighborhood
352,B93,52.381992499999996,-1.7482069999999998,Steve's Trees,52.379898157350944,-1.7533096451790247,Garden Center
353,B94,52.353671000000006,-1.812672,Delta Force Paintball Birmingham,52.353608956818874,-1.8077263043823224,Paintball Field
354,B95,52.291118499999996,-1.781037,Henley Ice Cream Parlour,52.29020477020939,-1.780288766708353,Ice Cream Shop
355,B95,52.291118499999996,-1.781037,The White Swan,52.292333766969236,-1.780306765667416,Hotel Bar
356,B95,52.291118499999996,-1.781037,Costa Coffee,52.29352,-1.779683,Coffee Shop
357,B95,52.291118499999996,-1.781037,Arden Tandoori,52.29244398084758,-1.779847956497345,Indian Restaurant
358,B95,52.291118499999996,-1.781037,Henley-in-Arden Railway Station (HNL),52.29152240597484,-1.783896448804317,Train Station
359,B95,52.291118499999996,-1.781037,The Bluebell,52.29390455150466,-1.7789099981356769,Gastropub
360,B96,52.25589,-1.9403934999999999,The Bell,52.256576877485855,-1.937455498927095,Pub
361,B96,52.25589,-1.9403934999999999,The Bell Inn,52.256658993665276,-1.9373005639735084,Pub
362,B96,52.25589,-1.9403934999999999,The Oddfellows Arms,52.25890020586451,-1.9386257069182358,Pub
363,B96,52.25589,-1.9403934999999999,The Flying Fish,52.259359027733574,-1.9373265166330766,Fish & Chips Shop
364,B97,52.296226000000004,-1.9551349999999998,Massalla Club,52.29454359193191,-1.951918601989746,Indian Restaurant
365,B97,52.296226000000004,-1.9551349999999998,Cranham Close Snow Bowl,52.29194114036676,-1.9573681195272026,Ski Area
366,B98,52.3079465,-1.9062285,énergie Fitness,52.308567791681014,-1.905714147571591,Gym
367,B98,52.3079465,-1.9062285,Arrow Valley Park Playground,52.306773064363604,-1.9105911254882812,Playground
368,B98,52.3079465,-1.9062285,Hawkins Building & Landscaping,52.31104699999999,-1.9099121,Construction & Landscaping
373,BA10,51.1112975,-2.458517,At The Chapel,51.11198835009839,-2.454524016819962,Restaurant
374,BA10,51.1112975,-2.458517,Budgens,51.109645287478756,-2.459140419960022,Convenience Store
375,BA10,51.1112975,-2.458517,The Sun,51.11225738444703,-2.455569000486519,Bar
376,BA10,51.1112975,-2.458517,The Sun Inn,51.11190779013398,-2.4552638979478902,Bar
377,BA10,51.1112975,-2.458517,The Bruton Castle,51.10920948036071,-2.4592409970028206,Burger Joint
378,BA11,51.2400455,-2.3034475,Tesco Express,51.241102,-2.305574,Grocery Store
379,BA11,51.2400455,-2.3034475,Codswallop,51.24101572246968,-2.305517777924272,Snack Place
380,BA11,51.2400455,-2.3034475,Horse & Groom,51.23724980405651,-2.2998756551730155,Pub
381,BA11,51.2400455,-2.3034475,Frome Rugby Club,51.24409197518273,-2.303336989830427,Sports Club
386,BA13,51.26463,-2.1915835,The Railway Inn,51.2658657139192,-2.1945683751393954,Pub
387,BA13,51.26463,-2.1915835,Westbury Boating Lake,51.26623122592689,-2.194683860656501,Lake
388,BA13,51.26463,-2.1915835,One Stop Stores Ltd,51.2611376,-2.1951149,Convenience Store
389,BA14,51.320628,-2.197451,BP,51.31705902,-2.19471885,Gas Station
390,BA14,51.320628,-2.197451,Tesco Express,51.32236423786015,-2.2017524490737514,Grocery Store
391,BA14,51.320628,-2.197451,Clarks,51.320478741436226,-2.2015225798276976,Shoe Store
392,BA14,51.320628,-2.197451,The Polebarn Hotel,51.321352,-2.203874,Hotel
393,BA15,51.347846999999994,-2.253132,The Fat Fowl,51.347600517750216,-2.250639349843533,Coffee Shop
394,BA15,51.347846999999994,-2.253132,The Bunch of Grapes,51.34804201864245,-2.249207574269144,French Restaurant
395,BA15,51.347846999999994,-2.253132,The Castle Inn,51.35045438164372,-2.249294599682245,Pub
396,BA15,51.347846999999994,-2.253132,The Teapot,51.347503065819176,-2.250586963355524,Café
397,BA15,51.347846999999994,-2.253132,The Dandy Lion,51.34790530067798,-2.25112564057151,Pub
398,BA15,51.347846999999994,-2.253132,Timbrells Yard,51.3464335912913,-2.252868970168541,Pub
399,BA15,51.347846999999994,-2.253132,Bradford-on-Avon Railway Station (BOA),51.34499667075173,-2.252615504901618,Train Station
400,BA15,51.347846999999994,-2.253132,Coffee Etc.,51.347425,-2.250128,Coffee Shop
401,BA15,51.347846999999994,-2.253132,Bradford on Avon Swimming Pool,51.346274143863596,-2.252992842993839,Gym Pool
402,BA15,51.347846999999994,-2.253132,Swan Hotel,51.3476400644262,-2.2510710694861316,Hotel
403,BA15,51.347846999999994,-2.253132,Out To Lunch,51.347531,-2.250632,Sandwich Place
404,BA15,51.347846999999994,-2.253132,Bridge Tea Rooms,51.346726888975184,-2.251227787045454,Café
405,BA15,51.347846999999994,-2.253132,Weaving Shed,51.34682652399192,-2.2504525351144196,Restaurant
406,BA15,51.347846999999994,-2.253132,Station Place,51.34547792598174,-2.2520363330841064,Fish & Chips Shop
407,BA16,51.123405,-2.746778,Thai Elephant,51.12371277168864,-2.7449163794517517,Thai Restaurant
408,BA16,51.123405,-2.746778,Hecks Cider Farm,51.121007,-2.741714,Brewery
409,BA16,51.123405,-2.746778,The Lantokay (Wetherspoon),51.12585028469105,-2.741452959918674,Pub
410,BA16,51.123405,-2.746778,McColl's,51.12331042201127,-2.7481698989868164,Convenience Store
411,BA16,51.123405,-2.746778,A & K Event Catering,51.1234859,-2.75024880000001,Food Service
412,BA16,51.123405,-2.746778,Rosie & Tere's Fish Bar,51.12285105963849,-2.7423978996229064,Fish & Chips Shop
413,BA16,51.123405,-2.746778,Co-op Food,51.1228987855731,-2.7532013386672145,Grocery Store
414,BA20,50.9354445,-2.6534535000000004,S Morris Ltd,50.9347918,-2.6572272,Construction & Landscaping
415,BA20,50.9354445,-2.6534535000000004,Old Barn Club,50.93262100037394,-2.6518314930413114,Bar
416,BA20,50.9354445,-2.6534535000000004,Morrisons Yeovil,50.9349835769217,-2.64787604622418,Supermarket
417,BA20,50.9354445,-2.6534535000000004,Morrisons Yeovil Cafe,50.93505793584907,-2.647871404896353,Café
418,BA21,50.953829999999996,-2.641669,Yeovil Athletics Track,50.95253682708391,-2.640597311108779,Track
419,BA21,50.953829999999996,-2.641669,Mudford Rec,50.95322971161161,-2.643450634577498,Park
420,BA21,50.953829999999996,-2.641669,Avant Gardens,50.9523445,-2.6439414,Construction & Landscaping
421,BA21,50.953829999999996,-2.641669,Johnson Park,50.953176086650735,-2.646068245181133,Baseball Field
422,BA3,51.280145499999996,-2.4834725000000004,Somerset & Dorset Railway,51.28101459055997,-2.4832871521976854,History Museum
423,BA3,51.280145499999996,-2.4834725000000004,midsomer norton railstation,51.280834,-2.482747,Platform
424,BA3,51.280145499999996,-2.4834725000000004,Midsomer Norton Cricket Club,51.28195463837737,-2.488111673273663,Cricket Ground
425,BA3,51.280145499999996,-2.4834725000000004,Simply Thai,51.284032382233356,-2.481061290531877,Thai Restaurant
426,BA3,51.280145499999996,-2.4834725000000004,Melissas Tummy Inside An Omletten,51.278471,-2.476835,Australian Restaurant
427,BA4,51.183771,-2.5314094999999996,The Thatched Cottage Inn,51.18642464340334,-2.5300633907318115,Pub
428,BA4,51.183771,-2.5314094999999996,Dobbies Garden Centre Shepton Mallet,51.182069797133096,-2.5308890044184156,Garden Center
429,BA4,51.183771,-2.5314094999999996,Charlton House Spa Hotel,51.184049023118206,-2.526480824170797,Hotel
430,BA4,51.183771,-2.5314094999999996,B&M,51.18393803113783,-2.5317594010567213,Discount Store
431,BA4,51.183771,-2.5314094999999996,Tesco Express,51.18667839517671,-2.5356338524920856,Grocery Store
432,BA4,51.183771,-2.5314094999999996,Collett Park,51.1815427691261,-2.5370277633969383,Park
